title,genre,year,director1,producer1,producer2,runningTime,writer1,writer2,actor1,actor2
Xiao za zhong,Action,1973,Chor  Yuen,Shaw  Run Run,?,102,Chiu  Kang Chien,?,Ching  Miao,Chung  Hua
The Hunt for Red October,Action,1990,McTiernan  John (I),DeWaay  Larry,Neufeld  Mace,135,Clancy  Tom (I),Ferguson  Larry (I),Baldwin  Alec,Connery  Sean
The Hunt for Red October,Adventure,1990,McTiernan  John (I),DeWaay  Larry,Neufeld  Mace,135,Clancy  Tom (I),Ferguson  Larry (I),Baldwin  Alec,Connery  Sean
The Hunt for Red October,Thriller,1990,McTiernan  John (I),DeWaay  Larry,Neufeld  Mace,135,Clancy  Tom (I),Ferguson  Larry (I),Baldwin  Alec,Connery  Sean
Adira,Adventure,2014,?,Cimino  Cristina,Cimino  Ryan,80,Delmonte  Irene,Delmonte  Irene,Macchi  Seth Andrew,Staab  Jeffrey
Adira,Drama,2014,?,Cimino  Cristina,Cimino  Ryan,80,Delmonte  Irene,Delmonte  Irene,Macchi  Seth Andrew,Staab  Jeffrey
Adira,War,2014,?,Cimino  Cristina,Cimino  Ryan,80,Delmonte  Irene,Delmonte  Irene,Macchi  Seth Andrew,Staab  Jeffrey
The Little Vampire,Adventure,2000,Edel  Uli,Bauschulte  Klaus,Buchman  Alexander,95,Kirkpatrick  Karey,Sommer-Bodenburg  Angela,Carter  Jim (I),Grant  Richard E. (I)
The Little Vampire,Comedy,2000,Edel  Uli,Bauschulte  Klaus,Buchman  Alexander,95,Kirkpatrick  Karey,Sommer-Bodenburg  Angela,Carter  Jim (I),Grant  Richard E. (I)
The Little Vampire,Family,2000,Edel  Uli,Bauschulte  Klaus,Buchman  Alexander,95,Kirkpatrick  Karey,Sommer-Bodenburg  Angela,Carter  Jim (I),Grant  Richard E. (I)
The Little Vampire,Fantasy,2000,Edel  Uli,Bauschulte  Klaus,Buchman  Alexander,95,Kirkpatrick  Karey,Sommer-Bodenburg  Angela,Carter  Jim (I),Grant  Richard E. (I)
Deathcheaters,Action,1976,Trenchard-Smith  Brian,Brennan  Richard (I),Fitzgerald  John (XI),93,Cove  Michael (I),Trenchard-Smith  Brian,Hargreaves  John (I),Page  Grant
Deathcheaters,Adventure,1976,Trenchard-Smith  Brian,Brennan  Richard (I),Fitzgerald  John (XI),93,Cove  Michael (I),Trenchard-Smith  Brian,Hargreaves  John (I),Page  Grant
Hancock,Action,2008,Berg  Peter (I),Bryce  Ian (I),Clegg  Allegra,92,Gilligan  Vince,Ngo  Vincent,Bateman  Jason,Head  Jae
Hancock,Fantasy,2008,Berg  Peter (I),Bryce  Ian (I),Clegg  Allegra,92,Gilligan  Vince,Ngo  Vincent,Bateman  Jason,Head  Jae
Maximum Velocity,Action,2003,Roth  Phillip J.,Beach  Jeffery (I),Braun  Michael (I),93,Orr  Brett,?,Ironside  Michael,Midkiff  Dale
Maximum Velocity,Sci-Fi,2003,Roth  Phillip J.,Beach  Jeffery (I),Braun  Michael (I),93,Orr  Brett,?,Ironside  Michael,Midkiff  Dale
Soman gukgyeong,Action,1964,Kang  Beom-gu,Jeong  Byeong-jun,?,121,Song  Myeong-ho,?,Jang  Dong-hwi,Kim  Seok-hun (I)
La banda del carro rojo,Action,1978,Galindo  Rub?n,Galindo Aguilar  Pedro,?,90,Benavides  Ruben,Benavides  Ruben,Almada  Fernando,Almada  Mario
La banda del carro rojo,Drama,1978,Galindo  Rub?n,Galindo Aguilar  Pedro,?,90,Benavides  Ruben,Benavides  Ruben,Almada  Fernando,Almada  Mario
Anima persa,Drama,1977,Risi  Dino,Angeletti  Pio,De Micheli  Adriano,100,Arpino  Giovanni,Risi  Dino,Gassman  Vittorio,Mattei  Danilo
Anima persa,Mystery,1977,Risi  Dino,Angeletti  Pio,De Micheli  Adriano,100,Arpino  Giovanni,Risi  Dino,Gassman  Vittorio,Mattei  Danilo
Dihasmos,Drama,1969,Andreou  Erricos,Damaskinos  Theophanis A.,Michaelides  Victor G.,87,Kontellis  Panos,Vardoulaki  Irene,Rizos  Nikos,?
Tu dios y mi infierno,Drama,1976,Romero Marchent  Rafael,Esteban  Juli?n (II),M?ndez  Luis (II),90,Moncada  Santiago,Romero Marchent  Joaqu?n Luis,Law  John Phillip,Oliveros  Ramiro
La reina de la noche,Biography,1994,Ripstein  Arturo,Chechik  Jeremiah S.,Lacor  Agn?s,117,Garciadiego  Paz Alicia,?,Estrella  Alberto,?
La reina de la noche,Drama,1994,Ripstein  Arturo,Chechik  Jeremiah S.,Lacor  Agn?s,117,Garciadiego  Paz Alicia,?,Estrella  Alberto,?
Gangs of Wasseypur,Action,2012,Kashyap  Anurag,Bhagwani  Rakesh,Bohra  Sunil,320,Jaiswal  Akhilesh,Kashyap  Anurag,Dhulia  Tigmanshu,Siddiqui  Nawazuddin
Gangs of Wasseypur,Crime,2012,Kashyap  Anurag,Bhagwani  Rakesh,Bohra  Sunil,320,Jaiswal  Akhilesh,Kashyap  Anurag,Dhulia  Tigmanshu,Siddiqui  Nawazuddin
Gangs of Wasseypur,Drama,2012,Kashyap  Anurag,Bhagwani  Rakesh,Bohra  Sunil,320,Jaiswal  Akhilesh,Kashyap  Anurag,Dhulia  Tigmanshu,Siddiqui  Nawazuddin
Gangs of Wasseypur,Thriller,2012,Kashyap  Anurag,Bhagwani  Rakesh,Bohra  Sunil,320,Jaiswal  Akhilesh,Kashyap  Anurag,Dhulia  Tigmanshu,Siddiqui  Nawazuddin
Fukuro no shiro,Action,1999,Shinoda  Masahiro (I),Hazama  Shigeaki,Koibuchi  Masaru (I),138,Naruse  Katsuo,Shiba  Ry?tar?,Kamikawa  Takaya,Nakai  Kiichi
Fukuro no shiro,Drama,1999,Shinoda  Masahiro (I),Hazama  Shigeaki,Koibuchi  Masaru (I),138,Naruse  Katsuo,Shiba  Ry?tar?,Kamikawa  Takaya,Nakai  Kiichi
